id	reasoning	on_target	sentiment_score
243	Plaid is described as difficult to occupy the 'change' space having been so involved in the Labour record. Moderately negative for Plaid's credibility. Assess target Plaid.	1	-0.5
244	Reform described as having 'questionable credentials' defectors — negative framing of Reform's membership quality. Assess target Reform.	1	-0.5
245	Reform described as attracting 'fair weather' Tories with 'questionable credentials'. Negative. Assess target Reform.	1	-0.5
246	Reform described as lacking a plan or ability to deliver change. Moderately negative. Assess target Reform.	1	-0.5
247	Plaid positively framed — Plaid is the better option for progressive Welsh voters. Assess target Plaid.	1	0.5
248	Plaid is positively framed — Plaid consolidates progressive Welsh voters and better represents Welsh interests. Assess target Plaid.	1	0.5
249	Plaid positively framed as combining defensive tactical and genuine progressive support. Assess target Plaid.	1	0.5
250	Plaid positively framed — Plaid credibly represents Welsh interests and is seen as best progressive option. Assess target Plaid.	1	0.5
251	Plaid positively framed — Wales' progressive voters have a credible alternative in Plaid. Assess target Plaid.	1	0.5
252	Reform described as a 'billionaire-backed party that would privatise our NHS and take Wales backwards'. Strongly negative. Assess target Reform.	1	-1.0
253	Reform's growth comes at Conservative expense and it struggles to grow overall. Neutral analytical framing. Assess target Reform.	0	0.0
254	Reform UK switching is described analytically as protest-motivated. Neutral. Assess target Reform.	0	0.0
255	Reform's large donation from a right-wing populist donor — framing implies concern about Reform's financiers. Moderately negative. Assess target Reform.	1	-0.5
256	Assess target Brexit Party. The Brexit Party is associated with the same right-wing populist donor trail. Negative by association. Assess target Brexit Party.	1	-0.5
257	Reform linked to Trump/crypto dynamics and crypto firms raising 'red flags'. Moderately negative. Assess target Reform.	1	-0.5
258	Reform linked to former Welsh leader jailed for Kremlin bribery, and Tether/Russia allegations. Strongly negative. Assess target Reform.	1	-1.0
259	Reform described as 'an extraordinary case study in the failures of UK campaign finance laws'. Strongly negative. Assess target Reform.	1	-1.0
260	Plaid is speaking, describing having been 'repeatedly dismissed' by Labour. Plaid is the speaker. Assess target Plaid.	0	0.0
261	Reform's leader left to 'police his own party' — framing implies Reform is ungovernable and corrupt. Moderately negative. Assess target Reform.	1	-0.5
262	Plaid is described as making a motion to test Labour's loyalties — Plaid is acting purposefully, positive framing. Assess target Plaid.	0	0.0
263	Plaid is the actor establishing the motion — Plaid is acting purposefully. No direct editorial judgement of Plaid's character. Assess target Plaid.	0	0.0
264	Plaid is described as warning Labour that if they fail to support the motion they've 'officially given up on Wales'. Plaid is the speaker/actor. Assess target Plaid.	0	0.0
265	Plaid leader is described as speaking strongly for Wales — positive framing of Plaid's advocacy. Assess target Plaid.	0	0.0
266	Reform described as 'not even aware there is a problem' on rail devolution. Strongly negative. Assess target Reform.	1	-1.0
267	A Reform councillor joins Reform — neutral factual reporting of the councillor speaking positively about Reform. Assess target Reform.	0	0.0
268	Plaid is the speaker criticising Labour. Assess target Plaid.	0	0.0
269	Plaid accused of using a 'Wales bashing' line by the Welsh Government. Negative third-party characterisation of Plaid. Assess target Plaid.	1	-0.5
270	Plaid is the speaker making claims about rail funding. Plaid is advocating. Assess target Plaid.	0	0.0
271	Rows 273–277 are unreadable due to encoding errors — cannot assess. Flagging as gap.	0	0.0
272	Row unreadable due to encoding error.	0	0.0
273	Row unreadable due to encoding error.	0	0.0
274	Row unreadable due to encoding error.	0	0.0
275	Row unreadable due to encoding error.	0	0.0
276	Reform described as 'utterly incompetent' and taking orders from Farage. Strongly negative. Assess target Reform.	1	-1.0
277	Reform described as having 'seen through' by voters. Moderately negative factual framing. Assess target Reform.	1	-0.5
278	Reform government described as 'Thatcherite' and a source of suffering for Wales. Strongly negative. Assess target Reform.	1	-1.0
279	Reform described as being contemplated as a possible winner — framed neutrally as a polling observation. Assess target Reform.	0	0.0
280	Reform polling stated factually — neutral comparative. Assess target Reform.	0	0.0
281	Reform defeated in Caerphilly — negative factual framing. Moderately negative. Assess target Reform.	1	-0.5
282	Reform described as 'utterly incompetent' and taking orders from Farage. Strongly negative. Assess target Reform.	1	-1.0
283	Assess target Farage. He is described as wanting to 'slash public spending' and pretending it's easy. Moderately negative.	1	-0.5
284	Reform described as incompetent, councils showing difficulties — moderately negative. Assess target Reform.	1	-0.5
285	Reform in government described as 'a disaster for Wales', cutting jobs, stirring trouble against minorities. Strongly negative. Assess target Reform.	1	-1.0
286	Reform government described as causing 'chaos and misery' and 'stirring up trouble against minorities'. Strongly negative. Assess target Reform.	1	-1.0
287	Reform accused of plagiarising Tory councillors' work — negative characterisation of conduct. Assess target Reform.	1	-0.5
288	Reform described as doing nothing during floods despite canvassing heavily at by-election — negative characterisation. Assess target Reform.	1	-0.5
289	Reform described as plagiarising rather than properly supporting community. Moderately negative. Assess target Reform.	1	-0.5
290	Reform described as 'all show but no support when the community needs it most'. Strongly negative characterisation. Assess target Reform.	1	-1.0
291	Plaid accused of having an 'anti-English agenda' that is 'protected' by media — negative characterisation. Assess target Plaid.	1	-0.5
292	Plaid described as having an 'anti-English agenda' — negative characterisation of Plaid by Reform councillor. Assess target Plaid.	1	-0.5
293	Plaid accused of tolerating 'bigotry' that would be a 'national scandal' if another party did it. Strongly negative. Assess target Plaid.	1	-1.0
294	Reform source describes internal jostling — moderately negative framing of Reform's internal culture. Assess target Reform.	1	-0.5
295	Farage's accusations against BBC Wales are reported; Reform's barrister tried to 'bully' media. Negative for Reform. Assess target Reform.	1	-0.5
296	Reform's barrister tried to 'bully' media with 'threats of legal action'. Negative characterisation of Reform's conduct. Assess target Reform.	1	-0.5
297	Reform's comms director sent 'sickening' messages about immigration, diversity and 'gays'. Strongly negative. Assess target Reform.	1	-1.0
298	Reform's various media attacks condemned as 'unacceptable' by NUJ. Strongly negative. Assess target Reform.	1	-1.0
299	Plaid accused of 'dishonest' and fraudulent behaviour by a critic in the context of a costly back-charge trick. Strongly negative. Assess target Plaid.	1	-1.0
300	Plaid accused of 'dirty underhanded behaviour', 'dishonest' conduct and 'conspiracy to commit fraud'. Strongly negative. Assess target Plaid.	1	-1.0
301	Reform's letter signed by Farage is simply reported — neutral factual reporting of Reform's own promotional material. Assess target Reform.	0	0.0
302	Row unreadable due to encoding error.	0	0.0
303	Plaid is mentioned only as a previous employer of a BBC figure — not an editorial judgement on Plaid. Assess target Plaid.	0	0.0
304	Plaid is mentioned only as former employer of BBC director — no editorial judgement on Plaid. Assess target Plaid.	0	0.0
305	Assess target Farage. He made a 'wholly unwarranted personal attack' on a BBC director and has a 'vested interest' in undermining the BBC. Strongly negative.	1	-1.0
306	Reform's barrister 'tried to bully' media and a Reform MS was suspended from the Senedd — negative characterisation. Assess target Reform.	1	-0.5
307	Reform's attacks on Welsh media 'unequivocally condemned'. Strongly negative. Assess target Reform.	1	-1.0
